HOVEDSKOLE_INST;INST_NR;INST_NAVN;ENHEDSART;INST_ADR;POSTNR;POSTDISTRIKT;TLF_NR;E_MAIL;WEB_ADR;INST_TYPE_NR;INST_TYPE_NAVN;INST_TYPE_GRUPPE;UNDERV_NIV;INST_LEDER;CVR_NR;KOMMUNE_NR;ADM_KOMMUNE_NAVN;BEL_KOMMUNE;BEL_KOMMUNE_NAVN;BEL_REGION;REGION_NAVN;EJER_KODE;EJERKODE_NAVN
;153210;Brøndby Kommunale Ungdomsskole;Institution uden enheder;Uddannelsescentret Nygård Nykær 44;2605;Brøndby;4328 2910;ungdomsskolen@brondby.dk;www.brondby-usk.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;Grundskoler mv. ;;Poul Schrohl;65113015;153;Brøndby Kommune;153;Brøndby Kommune;1084;Region Hovedstaden;2;Kommunale
;153300;Brøndby Idrætsefterskole;Institution uden enheder;Brøndbyvester Boulevard 6;2605;Brøndby;3635 0803;kontor@brondby-ie.dk;www.brondby-ie.dk;1011;Efterskoler;Grundskoler mv. ;10;Bo Palle Jensen;32041264;;;153;Brøndby Kommune;1084;Region Hovedstaden;5;Selvejende, private
;153378;Produktionshøjskolen i Brøndby;Institution uden enheder;Nykær 44;2605;Brøndby;3675 2443;phs@phsbrondby.dk;www.phsbrondby.dk;1025;Produktionsskoler;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Kim Helsted;19681599;;;153;Brøndby Kommune;1084;Region Hovedstaden;5;Selvejende, private
;153404;Politiets Uddannelsesafdeling;Institution uden enheder;Brøndbyøster Boulevard 30;2605;Brøndby;3314 8888;politiskolen@politi.dk;;1082;Institutioner inden for politi, forsvar m.v.;Institutioner med videregående uddannelser;;Mogens Hendriksen;17143611;;;153;Brøndby Kommune;1084;Region Hovedstaden;1;Statslige
;153407;DEKRA AMU Center Sjælland A/S;Institution uden enheder;Kirkebjerg Parkvej 7;2605;Brøndby;4342 5425;tuc@tuc.dk;www.tucas.dk;1072;Private udbydere af AMU og EUD;Institutioner med erhvervsrettede uddannelser ;;Helle Bøtcher;83685514;;;153;Brøndby Kommune;1084;Region Hovedstaden;5;Selvejende, private
;153408;SOSU C Social- og Sundhedsuddannelses Centret;Hovedskole (institution med enheder);Brøndby Møllevej 4;2605;Brøndby;4322 6060;faelles@sosuc.dk;www.sosuc.dk;1071;Erhvervsskoler m.v.;Institutioner med erhvervsrettede uddannelser ;;Elsebeth Melgaard;29556490;;;153;Brøndby Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
153408;153402;SOSU C Social- og Sundhedsuddannelses Centret, Brøndby;Afdeling (underordnet enhed);Brøndby Møllevej 4;2605;Brøndby;4322 6060;faelles@sosuc.dk;www.sosuc.dk;1071;Erhvervsskoler m.v.;Institutioner med erhvervsrettede uddannelser ;;Elsebeth Melgaard;29556490;;;153;Brøndby Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
153408;159405;SOSU C Social- og Sundhedsuddannelses Centret, Gladsaxe;Afdeling (underordnet enhed);Buddinge Hovedgade 81;2860;Søborg;4511 4850;faelles@sosuc.dk;www.sosuc.dk;1071;Erhvervsskoler m.v.;Institutioner med erhvervsrettede uddannelser ;;Benedikte Rasmussen;29556490;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
153408;163405;SOSU C Social- og Sundhedsuddannelses Centret, Herlev;Afdeling (underordnet enhed);Hørkær 22, 3.;2730;Herlev;4450 1414;faelles@sosuc.dk;www.sosuc.dk;1071;Erhvervsskoler m.v.;Institutioner med erhvervsrettede uddannelser ;;Annette Rolighed;29556490;;;163;Herlev Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
;155000;Dragør Kommune;Institution uden enheder;Rådhuset, Kirkevej 7;2791;Dragør;3289 0100;dragoer@dragoer.dk;www.dragoer.dk;2013;Kommuner pr. 1/1-2007;Regioner og kommuner ;;;12881517;155;Dragør Kommune;155;Dragør Kommune;1084;Region Hovedstaden;2;Kommunale
;155200;Børneservice;Institution uden enheder;Kirkevej 7;2791;Dragør;3289 0100;dragoer@dragoer.dk;www.dragoer.dk;2021;Centre for Pædagogisk og psykologisk rådgivning;Centre for rådgivning og vejledning;;Maiken Pelby;12881517;155;Dragør Kommune;155;Dragør Kommune;1084;Region Hovedstaden;2;Kommunale
;155210;Dragør Ungdomsskole;Institution uden enheder;Kirkevej 8;2791;Dragør;2964 5208;ungdomsskolen@dragoer.dk;www.dragoerungdomsskole.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;Grundskoler mv. ;;Christoffer Søe;12881517;155;Dragør Kommune;155;Dragør Kommune;1084;Region Hovedstaden;2;Kommunale
;157000;Gentofte Kommune;Institution uden enheder;Rådhuset, Bernstorffsvej 161;2920;Charlottenlund;3998 0000;gentofte@gentofte.dk;www.gentofte.dk;2013;Kommuner pr. 1/1-2007;Regioner og kommuner ;;;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157001;Bakkegårdsskolen;Institution uden enheder;Skolebakken 20;2820;Gentofte;3998 5100;Bakkegaardsskolen@gentofte.dk;www.bakkegaard.gentofte-skoler.dk;1012;Folkeskoler;Grundskoler mv. ;9;Rikke Michan;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157002;Dyssegårdsskolen;Institution uden enheder;Dyssegårdsvej 26;2900;Hellerup;3998 5550;dyssegaardsskolen@gentofte.dk;www.dyssegaard.gentofte-skoler.dk;1012;Folkeskoler;Grundskoler mv. ;9;Maj-Britt Overbye;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157003;Gentofte Skole;Institution uden enheder;Baunegårdsvej 33;2820;Gentofte;3965 0228;gentofte.skole@gentofte.dk;www.gentofte.gentofte-skoler.dk;1012;Folkeskoler;Grundskoler mv. ;9;Hanne Søberg;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157005;Maglegårdsskolen;Institution uden enheder;Maglegård Skolevej 1;2900;Hellerup;3998 5600;maglegaardsskolen@gentofte.dk;www.maglegaard.gentofte-skoler.dk;1012;Folkeskoler;Grundskoler mv. ;9;Lars Baaring Hansen;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157007;Munkegårdsskolen;Institution uden enheder;Vangedevej 178;2870;Dyssegård ;3998 5650;munkegaardsskolen@gentofte.dk;www.munkegaardsskolen.dk;1012;Folkeskoler;Grundskoler mv. ;9;Annemarie Andersen;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157008;Ordrup Skole;Institution uden enheder;Grønnevænge 16;2920;Charlottenlund;3998 5959;ordrup.skole@gentofte.dk;www.ordrupskole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Jan Hansen;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157009;Skovgårdsskolen;Institution uden enheder;Skovgårdsvej 56;2920;Charlottenlund;3998 5200;skovgaardsskolen@gentofte.dk;www.skovgaardsskolen.dk;1012;Folkeskoler;Grundskoler mv. ;9;Jan Eirik Olsen, konst.;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157010;Skovshoved Skole;Institution uden enheder;Korsgårdsvej 1;2920;Charlottenlund;3964 0979;skovshoved.skole@gentofte.dk;www.skovshovedskole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Jens Engel;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157011;Tjørnegårdsskolen;Institution uden enheder;Brogårdsvej 64;2820;Gentofte;3998 5151;tjoernegaardsskolen@gentofte.dk;www.tjoernegaard.dk;1012;Folkeskoler;Grundskoler mv. ;9;Jakob Garsdal Lykke;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157012;Tranegårdskolen;Institution uden enheder;Lindorffs Allé 5;2900;Hellerup;3998 5300;tranegaardskolen@gentofte.dk;www.tranegård.dk;1012;Folkeskoler;Grundskoler mv. ;9;Torben Lind;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157013;Bernadotteskolen;Institution uden enheder;Hellerupvej 11;2900;Hellerup;3962 1215;adm@bernadotteskolen.dk;www.bernadotteskolen.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Per Rahbek;11716628;;;157;Gentofte Kommune;1084;Region Hovedstaden;5;Selvejende, private
;157015;Busses Skole;Institution uden enheder;Mosebuen 1;2820;Gentofte;3969 0054;busses.157015@busses.dk;www.Busses.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Bjarne Vodder Højlund;19012417;;;157;Gentofte Kommune;1084;Region Hovedstaden;5;Selvejende, private
;157018;Rygaards Skole;Institution uden enheder;Bernstorffsvej 54;2900;Hellerup;3962 1053;admin@rygaards.com;www.rygaards.com;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Charles Dalton;59416359;;;157;Gentofte Kommune;1084;Region Hovedstaden;5;Selvejende, private
;157019;Sct. Joseph Søstrenes Skole S/I;Institution uden enheder;Skovkrogen 19;2920;Charlottenlund;3964 1282;info@sct-joseph.dk;www.sct-joseph.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Georg Høhling;19487113;;;157;Gentofte Kommune;1084;Region Hovedstaden;5;Selvejende, private
;157020;Rudolf Steiner skolen i Gentofte, Vidar Skolen;Institution uden enheder;Brogårdsvej 61;2820;Gentofte;3965 7118;kontor@vidarskolen.dk;www.vidarskolen.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Peter Spang-Thomsen;10924510;;;157;Gentofte Kommune;1084;Region Hovedstaden;5;Selvejende, private
;157022;Gentofte Studenterkursus;Institution uden enheder;Hartmannsvej 22;2900;Hellerup;3945 2720;gsk@mail.gsk.dk;www.gsk.dk;1063;Studenterkurser;Institutioner med almengymnasiale uddannelser ;;Thomas Mollerup;27151000;;;157;Gentofte Kommune;1084;Region Hovedstaden;5;Selvejende, private
;157027;Aurehøj Gymnasium;Institution uden enheder;Skolevej 7;2820;Gentofte;3965 4545;aurehoej-gym@skolekom.dk;www.aurehoej.dk;1061;Gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Marianne Zibrandtsen;29546746;;;157;Gentofte Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
;157028;Gentofte HF;Institution uden enheder;Dahlensstræde 5;2820;Gentofte;3965 1103;ghf@ghf.dk;www.ghf.dk;1061;Gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Henrik Cornelius;29546649;;;157;Gentofte Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
;157029;Gammel Hellerup Gymnasium;Institution uden enheder;Svanemøllevej 87;2900;Hellerup;4511 5151;adm@ghg.dk;www.ghg.dk;1061;Gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Jørgen Rasmussen;29546622;;;157;Gentofte Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
;157031;Ordrup Gymnasium;Institution uden enheder;Kirkevej 5;2920;Charlottenlund;3964 0178;ordrup.gymnasium@ordrup-gym.dk;www.ordrup-gym.dk;1061;Gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Henning Thomsen;29546614;;;157;Gentofte Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
;157034;Søgårdsskolen;Institution uden enheder;C. L. Ibsensvej 3;2820;Gentofte;3998 5160;soegaardsskolen@gentofte.dk;www.soegaardsskolen.dk;1015;Specialskoler for børn;Grundskoler mv. ;10;Knud Nordentoft;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157035;Øregård Gymnasium;Institution uden enheder;Gersonsvej 32;2900;Hellerup;3962 2826;post@oregard.dk;www.oregard.dk;1061;Gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Pia Nyring;29546606;;;157;Gentofte Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
;157040;Kildegård Privatskole;Institution uden enheder;Kildegårdsvej 87;2900;Hellerup;3975 0333;kildegaard@kildegaard.dk;www.kildegaard.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Hans Christensen;46047818;;;157;Gentofte Kommune;1084;Region Hovedstaden;5;Selvejende, private
;157041;Copenhagen International School;Institution uden enheder;Hellerupvej 22;2900;Hellerup;3946 3300;cis@cis.dk;www.cis-edu.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Walter Plotkin;53060811;;;157;Gentofte Kommune;1084;Region Hovedstaden;5;Selvejende, private
;157042;Copenhagen International School;Institution uden enheder;Hellerupvej 22;2900;Hellerup;3946 3300;cis@cisdk.dk;www.cis-edu.dk;1062;Private gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Walter Plotkin;53060811;;;157;Gentofte Kommune;1084;Region Hovedstaden;5;Selvejende, private
;157046;Sprogcenter Hellerup;Institution uden enheder;Bernstorffsvej 20;2900;Hellerup;3946 3050;info@sprogcenterhellerup.dk;www.sprogcenterhellerup.dk;1052;Sprogcentre;Voksenuddannelsesinstitutionerne ;;Lisbeth Parm;19079244;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157047;Hellerup Skole;Institution uden enheder;Dessaus Boulevard 10;2900;Hellerup;3915 4040;hellerup.skole@gentofte.dk;www.hellerupskole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Liselotte Nylander;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157048;Skolen Mir;Institution uden enheder;Hjortholmsvej 7;2800;Kgs. Lyngby;3940 0720;mir@skolenmir.dk;www.skolenmir.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;8;Peter Jacobsen;55627312;157;Gentofte Kommune;173;Lyngby-Taarbæk Kommune;1084;Region Hovedstaden;2;Kommunale
;157051;Kommunikationscentret Region Hovedstaden;Institution uden enheder;Rygårds Alle 45;2900;Hellerup;4511 4600;komcentret@hav1.regionh.dk;;1051;Specialskoler for voksne;Voksenuddannelsesinstitutionerne ;;Kristian Mainz;29190623;157;Gentofte Kommune;101;Københavns Kommune;1084;Region Hovedstaden;7;Regionale
;157200;Pædagogisk-Psykologisk Rådgivning;Institution uden enheder;Bernstorffsvej 161;2920;Charlottenlund;3998 4500;paed-psyk@gentofte.dk;www.gentofte.dk;2021;Centre for Pædagogisk og psykologisk rådgivning;Centre for rådgivning og vejledning;;Svend Bræstrup;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157210;Gentofte Kommunes Ungdomsskole;Institution uden enheder;Bregnegårdsvej 21 B;2900;Hellerup;3998 5400;ungdomsskolen@gentofte.dk;www.gentofte-ungdomsskole.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;Grundskoler mv. ;10;Jette Østergaard Larsen;19438414;157;Gentofte Kommune;157;Gentofte Kommune;1084;Region Hovedstaden;2;Kommunale
;157407;Rudolf Steiner Børnehaveseminariet;Institution uden enheder;Johannevej 20;2920;Charlottenlund;3963 2137;steinerseminar@mail.tele.dk;www.steinerseminar.dk;1122;Øvrige MVU-institutioner;;;Tine Barfod;13780692;;;157;Gentofte Kommune;1084;Region Hovedstaden;0;Private
;159000;Gladsaxe Kommune;Institution uden enheder;Rådhus Allé 1;2860;Søborg;3957 5000;kommunen@gladsaxe.dk;www.gladsaxe.dk;2013;Kommuner pr. 1/1-2007;Regioner og kommuner ;;;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159001;Bagsværd Skole;Institution uden enheder;Bagsværd Hovedgade 62;2880;Bagsværd;3957 3100;bagsvaerd@gladsaxe.dk;www.bagsvaerd-sk.dk;1012;Folkeskoler;Grundskoler mv. ;9;Per Ungfelt;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159002;Buddinge Skole;Institution uden enheder;Kildebakkegårds Allé 155,;2860;Søborg;3957 6777;buddinge@gladsaxe.dk;www.buddingeskole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Trine Damgaard Bjerg;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159004;Enghavegård Skole;Institution uden enheder;Mørkhøj Parkalle 3;2860;Søborg;4485 0585;enghavegaard@gladsaxe.dk;www.enghavegaard.dk;1012;Folkeskoler;Grundskoler mv. ;9;Annette Smidt Jørgensen;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159005;Gladsaxe Skole;Institution uden enheder;Gladsaxe Møllevej 127;2860;Søborg;3957 6739;gladsaxe.skole@gladsaxe.dk;www.gladsaxeskole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Michael Mariendal;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159006;Grønnemose Skole;Institution uden enheder;Skolesvinget 10;2860;Søborg;3969 5711;groennemose@gladsaxe.dk;www.groennemose.skoleintra.dk;1012;Folkeskoler;Grundskoler mv. ;9;Carsten Bott;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159008;Mørkhøj Skole;Institution uden enheder;Ilbjerg Allé 25;2860;Søborg;3957 6700;morkhoj@gladsaxe.dk;www.morkhoj-skole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Carsten Bott;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159009;Stengård Skole;Institution uden enheder;Triumfvej 1;2800;Kgs. Lyngby;4498 0966;stengaard@gladsaxe.dk;www.stengaard.dk;1012;Folkeskoler;Grundskoler mv. ;9;Søren Jakobsen;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159010;Søborg Skole;Institution uden enheder;Frødings Allé 1;2860;Søborg;3957 6880;soeborg@gladsaxe.dk;www.soeborgskole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Johan Rønne;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159012;Vadgård Skole;Institution uden enheder;Kong Hans Allé 32;2860;Søborg;3957 6515;vadgaard@gladsaxe.dk;www.vadgaardskole.dk;1012;Folkeskoler;Grundskoler mv. ;9;Mogens Steenbuch;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159013;Skovbrynet skole;Institution uden enheder;Værebrovej 156;2880;Bagsværd;3957 6565;skovbrynet.skole@gladsaxe.dk;www.skovbrynet.skoleintra.dk;1012;Folkeskoler;Grundskoler mv. ;10;Marianne Blum Ungfelt;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159015;Den Lille Skole;Institution uden enheder;Gammelmosevej 228;2800;Kgs. Lyngby;4498 3926;dls@denlilleskole.dk;www.denlilleskole.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;7;Simon Møller Petersen;12190212;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;159016;Kvikmarkens Privatskole;Institution uden enheder;Kvikmarken 7;2860;Søborg;3969 6344;info@kvikmarken.dk;www.kvikmarken.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Per Toni Hansen;46084217;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;159017;Gladsaxe Privatskole;Institution uden enheder;Stengårds Allé 122;2800;Kgs. Lyngby;4498 3598;adm@gladpriv.dk;www.gladsaxeprivatskole.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Merete Fredlev;50986217;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;159018;Bagsværd Friskole (Hanna-Skolen);Institution uden enheder;Skovalleen 6;2880;Bagsværd;4498 4335;kontor@b-friskole.dk;www.bagsvardfriskole.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Mads Aarø;15531711;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;159020;Bagsværd Kostskole og Gymnasium;Institution uden enheder;Aldershvilevej 138;2880;Bagsværd;4498 0065;bk@bagkost.dk;www.bagkost.dk;1062;Private gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Jimmy Burnett Nielsen;70876116;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;159028;Gladsaxe Gymnasium;Institution uden enheder;Buddinge Hovedgade 81;2860;Søborg;3956 3162;post@gladgym.dk;www.gladgym.dk;1061;Gymnasier og HF-kurser;Institutioner med almengymnasiale uddannelser ;;Eva Krarup Steensen;29542384;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;4;Selvejende, statslige
;159034;Bagsværd Gymnasiums Grundskole;Institution uden enheder;Aldershvilevej 138;2880;Bagsværd;4498 0065;bk@bagkost.dk;www.bagkost.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;10;Jimmy Burnett Nielsen;70876116;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;159035;Sofieskolen;Institution uden enheder;Granvej 3;2880;Bagsværd;4498 7155;sofieskolen@gladsaxe.dk;www.sofieskolen.dk;1015;Specialskoler for børn;Grundskoler mv. ;9;Bente Laustsen;59996614;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;159036;SVIKA;Institution uden enheder;Gammelmosevej 51;2800;Kgs. Lyngby;4588 6800;svika@gladsaxe.dk;www.svika.dk;1051;Specialskoler for voksne;Voksenuddannelsesinstitutionerne ;;Eva Prien;16189006;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159039;Bakkeskolen;Institution uden enheder;Taxvej 25;2880;Bagsværd;4436 6900;bakkeskolen@gladsaxe.dk;www.bakke.skoleintra.dk;1015;Specialskoler for børn;Grundskoler mv. ;10;Søren Axel Hansen;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159040;Atheneskolen - skolen for børn med særlige forudsætninger;Institution uden enheder;Rosenkæret 22;2860;Søborg;3373 1911;kontor@athene-skolen.dk;www.athene-skolen.dk;1013;Friskoler og private grundskoler;Grundskoler mv. ;9;Lea Ørsted;26865050;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;159041;Idrætsakademiet;Institution uden enheder;Vesterlundvej 20, 1.;2730;Herlev;4444 0304;charlotte@idraetsakademiet.dk;www.idraetsakademiet.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;10;Charlotte Friedrichsen;30218159;159;Gladsaxe Kommune;163;Herlev Kommune;1084;Region Hovedstaden;6;Selvejende, kommunale
;159042;AOF Gentofte, Gladsaxe, Lyngby-Taarbæk;Institution uden enheder;Rådhus Alle 11;2860;Søborg;3969 3333;info@aof-gladsaxe.dk;www.aof-gladsaxe.dk;1051;Specialskoler for voksne;Voksenuddannelsesinstitutionerne ;;Helena Vangrup;12289219;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;0;Private
;159043;SUKA, Underv.tilbud for udvikl.hæmmede/ autister;Institution uden enheder;Høje Gladsaxe 4;2860;Søborg;3956 0379;suka@suka.dk;www.suka.dk;1051;Specialskoler for voksne;Voksenuddannelsesinstitutionerne ;;Anne Marie Hannberg;26281741;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;159200;Pædagogisk Psykologisk Konsulenttjeneste;Institution uden enheder;Rådhus Alle 7;2860;Søborg;3957 5000;ppr@gladsaxe.dk;www.gladsaxe.dk;2021;Centre for Pædagogisk og psykologisk rådgivning;Centre for rådgivning og vejledning;;Lisbet Abel, konst.;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159201;Gladsaxe Pædagogiske Viden- og dokumentationscenter;Institution uden enheder;Værebrovej 156 C;2880;Bagsværd;3957 6262;gpv@gladsaxe.dk;www.gpvgladsaxe.dk;2022;Centre for undervisningsmidler;Centre for rådgivning og vejledning;;Jens Barrit Laursen;62761113;159;Gladsaxe Kommune;159;Gladsaxe Kommune;1084;Region Hovedstaden;2;Kommunale
;159375;AOF Job & Uddannelse Gladsaxe - Lyngby - Gentofte;Institution uden enheder;Rosenkæret 22 B;2860;Søborg;3966 6923;dhs@aofglad.dk;www.aofglad.com;1021;Daghøjskoler;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Lisa Elsbøll;15349670;;;159;Gladsaxe Kommune;1084;Region Hovedstaden;5;Selvejende, private
;161000;Glostrup Kommune;Institution uden enheder;Rådhuset, Rådhusparken 2;2600;Glostrup;4323 6100;glostrup.kommune@glostrup.dk;www.glostrup.dk;2013;Kommuner pr. 1/1-2007;Regioner og kommuner ;;Niels-Henrik Andersen;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale
;161006;Skolen Bolig 32, Børne og Ungdomspsykiatrisk Center;Institution uden enheder;Nordre Ringvej 69;2600;Glostrup;3864 0490;hospitalsskolerne@glostrup.dk;www.hospitalsskolerne.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;9;Lis Skaarup;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale
;161014;Ejbyhus;Institution uden enheder;Ejby Mosevej 13;2600;Glostrup;4344 0692;ejbyhus@glostrup.dk;www.glostrup.dk;1016;Dagbehandlingstilbud og behandlingshjem;Grundskoler mv. ;7;Hanne Faurschou;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale
;161015;QU-skolen - Børne- og Ungdomspsykiatrisk Center;Institution uden enheder;Nordre Ringvej 69;2600;Glostrup;4329 1792;hospitalsskolerne@glostrup.dk;;1015;Specialskoler for børn;Grundskoler mv. ;10;Annette S. Larsen;29190623;1084;;161;Glostrup Kommune;1084;Region Hovedstaden;7;Regionale
;161200;Pædagogisk Psykologisk Rådgivning;Institution uden enheder;Rådhusparken 2;2600;Glostrup;4323 6550;ppr@glostrup.dk;www.glostrup.dk;2021;Centre for Pædagogisk og psykologisk rådgivning;Centre for rådgivning og vejledning;;Marianne Smed;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale
;161210;Ungdomscenteret i Glostrup;Institution uden enheder;Ved Brandstationen 1;2600;Glostrup;4396 2705;Ungdomscenteret@glostrup.dk;www.uc-glostrup.dk;1014;Kommunale ungdomsskoler og ungdomskostskoler;Grundskoler mv. ;;Henrik Andersen;65120119;161;Glostrup Kommune;161;Glostrup Kommune;1084;Region Hovedstaden;2;Kommunale
;161350;Glostrup Albertslund Produktionshøjskole;Institution uden enheder;Sydvestvej 129 A;2600;Glostrup;4345 6498;gp@gp-h.dk;www.gp-h.dk;1025;Produktionsskoler;Øvrige institutioner primært ikke kompetencegivende uddannelser ;;Torben Graff;20119705;;;161;Glostrup Kommune;1084;Region Hovedstaden;5;Selvejende, private
;163000;Herlev Kommune;Institution uden enheder;Herlev Bygade 90;2730;Herlev;4452 7000;herlev@herlev.dk;www.herlev.dk;2013;Kommuner pr. 1/1-2007;Regioner og kommuner ;;;63640719;163;Herlev Kommune;163;Herlev Kommune;1084;Region Hovedstaden;2;Kommunale
